froma,fromb,toa,tob
121.227747,31.032243,121.196003,31.061073
121.124178,31.150681,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
107.237974,34.361979,121.196003,31.061073
115.415508,25.952069,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
113.192661,33.766169,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
119.923116,32.455778,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
119.412966,32.394210,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
120.699366,27.994267,121.196003,31.061073
120.163561,33.347382,121.196003,31.061073
98.494483,39.732410,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.124178,31.150681,121.196003,31.061073
106.551556,29.563009,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.397417,31.623587,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
123.236944,41.267244,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
117.251587,39.128291,121.354100,31.100656
121.154594,30.037858,121.354100,31.100656
121.469240,31.229860,121.354100,31.100656
115.464380,38.457364,121.354100,31.100656
104.679114,31.467450,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
115.909228,28.675696,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
115.656370,34.414172,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
117.323725,34.810487,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
121.381709,31.112813,121.354100,31.100656
116.001930,29.705077,121.354100,31.100656
121.227747,31.032243,121.354100,31.100656
121.544379,31.221517,121.760183,31.102764
113.625368,34.746599,121.760183,31.102764
116.787141,32.573306,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.754709,31.040142,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.754709,31.040142,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
115.029215,35.761829,121.760183,31.102764
121.473701,31.230416,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.473701,31.230416,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.754709,31.040142,121.760183,31.102764
121.446437,31.218811,121.410472,31.242131
121.424624,31.220367,121.410472,31.242131
121.424624,31.220367,121.410472,31.242131
121.459384,31.247105,121.410472,31.242131
121.505133,31.264600,121.410472,31.242131
117.087614,36.200252,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
116.358181,27.949217,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
120.163561,33.347382,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
117.284124,34.205768,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
114.163825,22.276284,121.410472,31.242131
117.316955,33.316899,121.410472,31.242131
126.534967,45.803775,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
121.459384,31.247105,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
121.469240,31.229860,121.410472,31.242131
121.463953,31.204400,121.410472,31.242131
121.395555,31.249840,121.410472,31.242131
115.656370,34.414172,121.538260,31.323874
121.446437,31.218811,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.505133,31.264600,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
115.778676,33.844582,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
120.246863,29.708692,121.538260,31.323874
120.163561,33.347382,121.538260,31.323874
121.446437,31.218811,121.538260,31.323874
112.354661,28.845837,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
115.909228,28.675696,121.538260,31.323874
116.358181,27.949217,121.538260,31.323874
121.505133,31.264600,121.538260,31.323874
121.473701,31.230416,121.538260,31.323874
121.473701,31.230416,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
119.015285,33.610353,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
104.627636,30.128901,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.473701,31.230416,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.265300,31.375602,121.269643,31.386835
121.459384,31.247105,121.447983,31.239969
118.275198,33.963232,121.447983,31.239969
82.980316,46.745364,121.447983,31.239969
121.473701,31.230416,121.447983,31.239969
117.284922,31.861184,121.447983,31.239969
121.550357,29.874556,121.447983,31.239969
114.514859,38.042306,121.447983,31.239969
114.163825,22.276284,121.447983,31.239969
121.459384,31.247105,121.447983,31.239969
125.103784,46.589309,121.447983,31.239969
121.459384,31.247105,121.447983,31.239969
118.317106,32.301556,121.447983,31.239969
121.459384,31.247105,121.447983,31.239969
118.796877,32.060255,121.447983,31.239969
121.459384,31.247105,121.447983,31.239969
121.397417,31.623587,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.505133,31.264600,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.473701,31.230416,121.441990,31.336830
118.054927,36.813487,121.441990,31.336830
118.070650,34.857149,121.441990,31.336830
121.526077,31.259541,121.441990,31.336830
121.473701,31.230416,121.441990,31.336830
121.446437,31.218811,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
121.505133,31.264600,121.441990,31.336830
115.778676,33.844582,121.441990,31.336830
121.526077,31.259541,121.441990,31.336830
121.469240,31.229860,121.441990,31.336830
121.526077,31.259541,121.441990,31.336830
121.459384,31.247105,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
120.382639,36.067082,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.505133,31.264600,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.395555,31.249840,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.459384,31.247105,121.407030,31.349538
121.489612,31.405457,121.407030,31.349538
118.201349,31.080896,121.472918,31.324310
121.544379,31.221517,121.472918,31.324310
120.163561,33.347382,121.472918,31.324310
121.469240,31.229860,121.472918,31.324310
121.341970,30.741991,121.472918,31.324310
115.814204,32.890124,121.472918,31.324310
120.699366,27.994267,121.472918,31.324310
121.489612,31.405457,121.472918,31.324310
118.337481,29.714655,121.472918,31.324310
118.763232,32.061707,121.472918,31.324310
118.275198,33.963232,121.472918,31.324310
121.489612,31.405457,121.472918,31.324310
121.469240,31.229860,121.472918,31.324310
87.616848,43.825592,121.472918,31.324310
121.489612,31.405457,121.472918,31.324310
121.446437,31.218811,121.472918,31.324310
121.489612,31.405457,121.472918,31.324310
120.163561,33.347382,121.472918,31.324310
120.163561,33.347382,121.472918,31.324310
121.459384,31.247105,121.472918,31.324310
121.489612,31.405457,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
115.778676,33.844582,121.441990,31.336830
116.329519,39.972134,121.441990,31.336830
121.397417,31.623587,121.441990,31.336830
121.397417,31.623587,121.441990,31.336830
121.526077,31.259541,121.441990,31.336830
121.544379,31.221517,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
121.544379,31.221517,121.441990,31.336830
129.905072,46.730706,121.441990,31.336830
119.412966,32.394210,121.441990,31.336830
121.397417,31.623587,121.441990,31.336830
121.505133,31.264600,121.441990,31.336830
121.489612,31.405457,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
121.459384,31.247105,121.441990,31.336830
120.246863,29.708692,121.441990,31.336830
121.544379,31.221517,121.760183,31.102764
108.708991,34.329605,121.760183,31.102764
111.698497,29.031673,121.760183,31.102764
112.938814,28.228209,121.760183,31.102764
115.778676,33.844582,121.760183,31.102764
120.163561,33.347382,121.760183,31.102764
121.754709,31.040142,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
114.022298,33.011529,121.760183,31.102764
121.544379,31.221517,121.760183,31.102764
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
119.820831,33.990334,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
120.894291,31.980171,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.469240,31.229860,121.538260,31.323874
121.463953,31.204400,121.538260,31.323874
117.063754,30.543494,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.526077,31.259541,121.538260,31.323874
121.489612,31.405457,121.538260,31.323874
118.796877,32.060255,121.411103,31.137858
116.308795,30.454220,121.411103,31.137858
121.469240,31.229860,121.411103,31.137858
121.395555,31.249840,121.411103,31.137858
121.505133,31.264600,121.411103,31.137858
121.420757,28.656386,121.411103,31.137858
117.284922,31.861184,121.411103,31.137858
121.437866,31.199190,121.411103,31.137858
121.381709,31.112813,121.411103,31.137858
112.122414,32.008986,121.411103,31.137858
126.968887,46.653845,121.411103,31.137858
114.305392,30.593098,121.411103,31.137858
120.894291,31.980171,121.411103,31.137858
121.381709,31.112813,121.411103,31.137858
114.029328,30.582271,121.411103,31.137858
118.796877,32.060255,121.411103,31.137858
115.858197,28.682892,121.411103,31.137858
119.973987,31.810689,121.411103,31.137858
111.286471,30.691967,121.411103,31.137858
115.704881,36.838277,121.411103,31.137858
121.505133,31.264600,121.411103,31.137858
118.180193,39.630867,121.503859,31.293929
121.381709,31.112813,121.362290,31.182868
118.317106,32.301556,121.362290,31.182868
120.894291,31.980171,121.362290,31.182868
121.381709,31.112813,121.362290,31.182868
117.284124,34.205768,121.362290,31.182868
121.424624,31.220367,121.362290,31.182868
125.323544,43.817071,121.362290,31.182868
120.163561,33.347382,121.362290,31.182868
106.618201,23.902333,121.362290,31.182868
121.446437,31.218811,121.362290,31.182868
116.329519,39.972134,121.475832,31.214941
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
120.680757,30.510659,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
121.341970,30.741991,121.196003,31.061073
121.227747,31.032243,121.196003,31.061073
118.763232,32.061707,121.196003,31.061073
